Common Name,Len,Faculty,Len2,Number,Len3,Course Title,Len4,Schedule,Len5,Lecture Hours,Len6,Lab Hours,Len7,Weight,Len8,Description,Len9,Prerequisites,Len10,Corequisites,Len11,Restrictions,Len12,Equates,Len13,Departments,Len14,Offerings,Len15,External Course Codes,Len16,Total
ANTH*1150,9,ANTH,4,1150,4,Introduction to Anthropology,28,"F,W",3,3,1,0,1,0.5,3,"This course deals with humankind from a broad historical and cross-cultural perspective. Theoretical models, case studies and specific methods will be presented. Course topics may include the origin and transformations of human society, the relationship between biological and cultural traits, human language, variation in family structure and religion, the economic and political aspects of human society. ",407,,0,,0,,0,,0,Department of Sociology and,27,Also offered through Distance Education format.,47,,0,534
ANTH*2180,9,ANTH,4,2180,4,Public Anthropology,19,W,1,3,1,0,1,0.5,3,"This course explores approaches to public, engaged anthropology, and the application of anthropological theory and practice. Students will develop insights into the roles of anthropology and anthropological perspectives for diverse occupations, fields, and policies, and within contemporary public debates and discussions. ",323,"1 of ANTH*1150, IDEV*1000, SOC*1100",35,,0,,0,,0,Department of Sociology and,27,,0,,0,427
ANTH*2230,9,ANTH,4,2230,4,Regional Ethnography,20,F,1,3,1,0,1,0.5,3,"This course offers a survey of ethnographic studies on selected cultural/geographical area(s) of the world. Topics covered may include social, economic and political systems, the colonial encounter, and the theoretical, methodological and political contexts of ethnographic representation. ",290,ANTH*1150,9,,0,,0,,0,Department of Sociology and,27,,0,,0,369
ANTH*2660,9,ANTH,4,2660,4,Contemporary Indigenous Peoples in Canada,41,W,1,3,1,0,1,0.5,3,"An anthropological analysis of the impact of settler society on Indigenous cultures. Particular emphasis will be given to contemporary issues relating to Indigenous peoples in Canada, including First Nations, Inuit, and Métis peoples. Topics to be covered may include education, treaties and reserves, land claims, government administration, economic development, and reconciliation. ",385,"1 of ANTH*1150, IDEV*1000, SOC*1100",35,,0,,0,,0,Department of Sociology and,27,,0,,0,511
ANTH*3550,9,ANTH,4,3550,4,Medical Anthropology,20,W,1,3,1,0,1,0.5,3,"This course provides an introduction to medical anthropology and the anthropology of health. We will examine theory, methods, practice, and contemporary and historical topical issues. ",184,"SOAN*2120, (1 of ANTH*2160, ANTH*2180, ANTH*2230, ANTH*2660, IDEV*2500)",71,,0,,0,,0,Department of Sociology and,27,,0,,0,325
ANTH*3650,9,ANTH,4,3650,4,The Anthropology of Indigenous Peoples Before Canada,52,F,1,3,1,0,1,0.5,3,"This course is an anthropological exploration of the events that took place before the arrival of Europeans in what is now Canada. It draws on evidence from a variety of intellectual perspectives including Indigenous knowledges, oral histories, anthropology, archaeology, history, genetics, and linguistics to investigate current understandings and uses of the past. Archaeological time sequences are covered along with stories and debates about human history in the time period before Canada. ",494,"(1 of ANTH*2160 , ANTH*2180, IDEV*2000), (1 of ANTH*2230, ANTH*2660, IDEV*2400, IDEV*2500)",90,,0,ANTH*2650,9,,0,Department of Sociology and,27,,0,,0,695
ANTH*3690,9,ANTH,4,3690,4,Engaging Anthropological Theory,31,F,1,3,1,0,1,0.5,3,"This course offers an analysis of the main trends in anthropological theory and practice. Areas of discussion will include the crisis of representation, interpretive anthropology, feminist anthropology, and agency and structure debates. ",237,"ANTH*2230, (ANTH*2160 or ANTH*2180), SOAN*2120",46,,0,,0,,0,Department of Sociology and,27,,0,,0,364
ANTH*3770,9,ANTH,4,3770,4,"Kinship, Family, and Power",26,W,1,3,1,0,1,0.5,3,"This course explores the changing nature of what it means to be a family from anthropological and cross-cultural perspectives. Topics of discussion include kinship, descent, marriage, our relationships to ancestors, gender and power relations, and the politics of kinship ties. In addition, the course considers the relevance of kinship to contemporary issues such as gay, lesbian, bisexual and transgendered families, the use of reproductive technologies, and international adoptions. ",486,"ANTH*2230, (ANTH*2160 or ANTH*2180), SOAN*2120",46,,0,,0,,0,Department of Sociology and,27,,0,,0,608
ANTH*3840,9,ANTH,4,3840,4,Seminar in Anthropology,23,"F,W",3,3,1,0,1,0.5,3,This course will be offered as a structured seminar on various topics depending upon the interests of the faculty member teaching the course. Topics will be announced and course outlines will be available at course selection. The availability of third and fourth year seminar courses will vary. Students must check with the Department of Sociology and Anthropology to see when seminar courses are available. ,408,"10.00 credits including (ANTH*2160, ANTH*2180), SOAN*2120",57,,0,,0,,0,Department of Sociology and,27,,0,,0,540
ANTH*3850,9,ANTH,4,3850,4,Seminar in Anthropology,23,"F,W",3,3,1,0,1,0.5,3,This course will be offered as a structured seminar on various topics depending upon the interests of the faculty member teaching the course. Topics will be announced and course outlines will be available at course selection. The availability of third and fourth year seminar courses will vary. Students must check with the Department of Sociology and Anthropology to see when seminar courses are available. ,408,"10.00 credits including (ANTH*2160, ANTH*2180), SOAN*2120",57,,0,,0,,0,Department of Sociology and,27,,0,,0,540
ANTH*3950,9,ANTH,4,3950,4,Special Projects in Anthropology,32,"S,F,W",5,3,1,0,1,0.5,3,"This special study option/reading course is designed to provide advanced undergraduates with an opportunity to explore independently the frontiers and foundations of a field of knowledge. Under supervision, the student will study in greater depth topics related to regular upper-level courses offered in the department which the student has taken or is taking. Permission of the instructor who will be supervising the study is required. ",437,10.00 credits,13,,0,"Instructor consent required. Please note, a student is allowed a total of 1.00 credits only for reading courses.",112,,0,Department of Sociology and,27,,0,,0,648
ANTH*4300,9,ANTH,4,4300,4,Anthropological Issues,22,F,1,3,1,0,1,0.5,3,Current issues and future trends in the discipline of socio-cultural anthropology will provide the subject matter of this variable content course. This course is meant to provide an opportunity for socio-cultural anthropology majors to consider the latest developments in the sub-discipline. Course topics will be announced and course outlines will be available at course selection time. ,388,"12.50 credits including ANTH*3690, SOAN*3070",44,,0,,0,,0,Department of Sociology and,27,,0,,0,504
ANTH*4440,9,ANTH,4,4440,4,"Culture, Rights and Development",31,W,1,3,1,0,1,0.5,3,This course examines the theoretical and practical problems associated with respecting local cultures while also respecting human dignity universally. Various definitions of 'development' will be explored in terms of how they reflect cultural values and global inequalities. ,275,"12.50 credits including (ANTH*3690 or IDEV*2300), (IDEV*2100 or SOAN*3070)",74,,0,,0,,0,Department of Sociology and,27,,0,,0,430
ANTH*4540,9,ANTH,4,4540,4,Seminar in Anthropology,23,"F,W",3,3,1,0,1,0.5,3,This course will be offered as a structured seminar on various topics depending upon the interests of the faculty member teaching the course. Topics will be announced and course outlines will be available at course selection. The availability of third and fourth year seminar courses will vary. Students must check with the Department of Sociology and Anthropology to see when seminar courses are available. ,408,"12.50 credits including (ANTH*3690 or SOC*3310), SOAN*3070",58,,0,,0,,0,Department of Sociology and,27,,0,,0,541
ANTH*4550,9,ANTH,4,4550,4,Topics in the Anthropology of Health,36,F,1,3,1,0,1,0.5,3,This seminar focuses on the anthropological analyses of medical and health issues among current and past populations. The course is based on case studies. It will provide students with a grounding in the theoretical approaches appropriate to anthropological considerations of issues relating to health. ,303,"12.50 credits including (ANTH*3690 or IDEV*2300), (IDEV*2100 or SOAN*3070)",74,,0,,0,,0,Department of Sociology and,27,,0,,0,463
ANTH*4640,9,ANTH,4,4640,4,Seminar in Anthropology,23,"F,W",3,3,1,0,1,0.5,3,This course will be offered as a structured seminar on various topics depending upon the interests of the faculty member teaching the course. Topics will be announced and course outlines will be available at course selection. The availability of third and fourth year seminar courses will vary. Students must check with the Department of Sociology and Anthropology to see when seminar courses are available. ,408,"12.50 credits including (ANTH*3690 or SOC*3310), SOAN*3070",58,,0,,0,,0,Department of Sociology and,27,,0,,0,541
ANTH*4700,9,ANTH,4,4700,4,Issues in Contemporary Anthropological Theory,45,W,1,3,1,0,1,0.5,3,"This course critically examines current anthropological theories, which may include post-structuralism, post-modernism, neo-Marxism and processual approaches. Attention may also be given to the theoretical and political implications of constructionism and calls for ethnographic reflexivity. ",292,"12.50 credits including ANTH*3690, SOAN*3070",44,,0,,0,,0,Department of Sociology and,27,,0,,0,431
